"fdr_adj","fdr_raw","fpr_adj","fpr_raw","power_adj","power_raw","bias","rmse","ci_coverage","n_genes_scored","n_true_de","scenario","seed","model"
1,1,0.002,0.063,NA,NA,NA,NA,NA,1000,0,"null","4","dream_napari"
1,1,0.002,0.063,NA,NA,NA,NA,NA,1000,0,"null","4","dream_quint"
1,1,0.618,0.801,NA,NA,NA,NA,NA,1000,0,"null","4","seurat_blind"
1,1,0.597,0.777,NA,NA,NA,NA,NA,1000,0,"null","4","seurat_napari"
1,1,0.597,0.777,NA,NA,NA,NA,NA,1000,0,"null","4","seurat_quint"
1,1,0.642,0.809,NA,NA,NA,NA,NA,1000,0,"null","4","wilcoxon"
NA,1,0,0.068,NA,NA,NA,NA,NA,1000,0,"null","4","deseq2_pb"
1,1,0.002,0.086,NA,NA,NA,NA,NA,1000,0,"null","40","dream_blind"
1,1,0.002,0.082,NA,NA,NA,NA,NA,1000,0,"null","40","dream_napari"
1,1,0.002,0.082,NA,NA,NA,NA,NA,1000,0,"null","40","dream_quint"
1,1,0.592,0.773,NA,NA,NA,NA,NA,1000,0,"null","40","seurat_blind"
1,1,0.586,0.766,NA,NA,NA,NA,NA,1000,0,"null","40","seurat_napari"
1,1,0.586,0.766,NA,NA,NA,NA,NA,1000,0,"null","40","seurat_quint"
1,1,0.606,0.791,NA,NA,NA,NA,NA,1000,0,"null","40","wilcoxon"
1,1,0.00200400801603206,0.0871743486973948,NA,NA,NA,NA,NA,998,0,"null","40","deseq2_pb"
1,1,0.005,0.092,NA,NA,NA,NA,NA,1000,0,"null","41","dream_blind"
1,1,0.005,0.079,NA,NA,NA,NA,NA,1000,0,"null","41","dream_napari"
1,1,0.005,0.079,NA,NA,NA,NA,NA,1000,0,"null","41","dream_quint"
1,1,0.597,0.776,NA,NA,NA,NA,NA,1000,0,"null","41","seurat_blind"
1,1,0.593,0.763,NA,NA,NA,NA,NA,1000,0,"null","41","seurat_napari"
1,1,0.593,0.763,NA,NA,NA,NA,NA,1000,0,"null","41","seurat_quint"
1,1,0.614,0.783,NA,NA,NA,NA,NA,1000,0,"null","41","wilcoxon"
NA,1,0,0.0781563126252505,NA,NA,NA,NA,NA,998,0,"null","41","deseq2_pb"
1,1,0.004,0.108,NA,NA,NA,NA,NA,1000,0,"null","42","dream_blind"
1,1,0.003,0.086,NA,NA,NA,NA,NA,1000,0,"null","42","dream_napari"
1,1,0.003,0.086,NA,NA,NA,NA,NA,1000,0,"null","42","dream_quint"
1,1,0.612,0.796,NA,NA,NA,NA,NA,1000,0,"null","42","seurat_blind"
1,1,0.588,0.765,NA,NA,NA,NA,NA,1000,0,"null","42","seurat_napari"
1,1,0.588,0.765,NA,NA,NA,NA,NA,1000,0,"null","42","seurat_quint"
1,1,0.621,0.794,NA,NA,NA,NA,NA,1000,0,"null","42","wilcoxon"
1,1,0.003,0.086,NA,NA,NA,NA,NA,1000,0,"null","42","deseq2_pb"
