"fdr_adj","fdr_raw","fpr_adj","fpr_raw","power_adj","power_raw","bias","rmse","ci_coverage","n_genes_scored","n_true_de","scenario","seed","model"
1,1,0.655,0.828,NA,NA,NA,NA,NA,1000,0,"null","19","seurat_blind"
1,1,0.665,0.838,NA,NA,NA,NA,NA,1000,0,"null","19","seurat_napari"
1,1,0.665,0.838,NA,NA,NA,NA,NA,1000,0,"null","19","seurat_quint"
1,1,0.652,0.824,NA,NA,NA,NA,NA,1000,0,"null","19","wilcoxon"
1,1,0.00200400801603206,0.0811623246492986,NA,NA,NA,NA,NA,998,0,"null","19","deseq2_pb"
1,1,0.001,0.092,NA,NA,NA,NA,NA,1000,0,"null","2","dream_blind"
1,1,0.004,0.086,NA,NA,NA,NA,NA,1000,0,"null","2","dream_napari"
1,1,0.004,0.086,NA,NA,NA,NA,NA,1000,0,"null","2","dream_quint"
1,1,0.674,0.803,NA,NA,NA,NA,NA,1000,0,"null","2","seurat_blind"
1,1,0.662,0.804,NA,NA,NA,NA,NA,1000,0,"null","2","seurat_napari"
1,1,0.662,0.804,NA,NA,NA,NA,NA,1000,0,"null","2","seurat_quint"
1,1,0.676,0.812,NA,NA,NA,NA,NA,1000,0,"null","2","wilcoxon"
1,1,0.002,0.086,NA,NA,NA,NA,NA,1000,0,"null","2","deseq2_pb"
1,1,0.004,0.1,NA,NA,NA,NA,NA,1000,0,"null","20","dream_blind"
1,1,0.004,0.099,NA,NA,NA,NA,NA,1000,0,"null","20","dream_napari"
1,1,0.004,0.099,NA,NA,NA,NA,NA,1000,0,"null","20","dream_quint"
1,1,0.69,0.835,NA,NA,NA,NA,NA,1000,0,"null","20","seurat_blind"
1,1,0.685,0.839,NA,NA,NA,NA,NA,1000,0,"null","20","seurat_napari"
1,1,0.685,0.839,NA,NA,NA,NA,NA,1000,0,"null","20","seurat_quint"
1,1,0.69,0.838,NA,NA,NA,NA,NA,1000,0,"null","20","wilcoxon"
1,1,0.003,0.088,NA,NA,NA,NA,NA,1000,0,"null","20","deseq2_pb"
1,1,0.001,0.098,NA,NA,NA,NA,NA,1000,0,"null","21","dream_blind"
NA,1,0,0.093,NA,NA,NA,NA,NA,1000,0,"null","21","dream_napari"
NA,1,0,0.093,NA,NA,NA,NA,NA,1000,0,"null","21","dream_quint"
1,1,0.689,0.825,NA,NA,NA,NA,NA,1000,0,"null","21","seurat_blind"
1,1,0.684,0.839,NA,NA,NA,NA,NA,1000,0,"null","21","seurat_napari"
