"fdr_adj","fdr_raw","fpr_adj","fpr_raw","power_adj","power_raw","bias","rmse","ci_coverage","n_genes_scored","n_true_de","scenario","seed","model"
0.213114754098361,0.419161676646707,0.0289210233592881,0.0778642936596218,0.96,0.97,-0.296061323977079,0.498573643414141,NA,999,100,"region_specific","19","stratified_combined"
0.357142857142857,0.55045871559633,0.0555555555555556,0.133333333333333,0.9,0.98,-0.353641060655027,0.573749037268619,NA,1000,100,"region_specific","2","stratified_combined"
0.335664335664336,0.535885167464115,0.0533333333333333,0.124444444444444,0.95,0.97,-0.31335295892924,0.520170632247953,NA,1000,100,"region_specific","20","stratified_combined"
0.340277777777778,0.494845360824742,0.0544444444444444,0.106666666666667,0.95,0.98,-0.286691250112775,0.496025876145105,NA,1000,100,"region_specific","21","stratified_combined"
0.328358208955224,0.483870967741935,0.0488888888888889,0.1,0.9,0.96,-0.294557526999036,0.494151079776226,NA,1000,100,"region_specific","22","stratified_combined"
0.235772357723577,0.390243902439024,0.0322222222222222,0.0711111111111111,0.94,1,-0.267218275169075,0.442720285304533,NA,1000,100,"region_specific","23","stratified_combined"
0.286764705882353,0.478494623655914,0.0433333333333333,0.0988888888888889,0.97,0.97,-0.338240347465519,0.541151240420849,NA,1000,100,"region_specific","24","stratified_combined"
0.2890625,0.491978609625668,0.0411111111111111,0.102222222222222,0.91,0.95,-0.316387893388384,0.530282607212542,NA,1000,100,"region_specific","25","stratified_combined"
0.299270072992701,0.489690721649485,0.0455555555555556,0.105555555555556,0.96,0.99,-0.259139056371837,0.400240406576745,NA,1000,100,"region_specific","26","stratified_combined"
0.326086956521739,0.522388059701492,0.05,0.116666666666667,0.93,0.96,-0.316689330538615,0.520679770828259,NA,1000,100,"region_specific","27","stratified_combined"
0.290076335877863,0.49738219895288,0.0422222222222222,0.105555555555556,0.93,0.96,-0.337991097465297,0.554939337549165,NA,1000,100,"region_specific","28","stratified_combined"
0.342465753424658,0.519417475728155,0.0556173526140156,0.119021134593993,0.96,0.99,-0.277453881722933,0.486180592107291,NA,999,100,"region_specific","29","stratified_combined"
0.295454545454545,0.492146596858639,0.0433333333333333,0.104444444444444,0.93,0.97,-0.297432127814171,0.470351938379762,NA,1000,100,"region_specific","3","stratified_combined"
0.344827586206897,0.51,0.0555555555555556,0.113333333333333,0.95,0.98,-0.352075027915448,0.536722471731482,NA,1000,100,"region_specific","30","stratified_combined"
0.306569343065693,0.51,0.0466666666666667,0.113333333333333,0.95,0.98,-0.330929141788665,0.512513923540377,NA,1000,100,"region_specific","31","stratified_combined"
0.342657342657343,0.492146596858639,0.0544444444444444,0.104444444444444,0.94,0.97,-0.294735978837505,0.479026145540216,NA,1000,100,"region_specific","32","stratified_combined"
0.247933884297521,0.439306358381503,0.0333333333333333,0.0844444444444444,0.91,0.97,-0.310698481004886,0.515251399602452,NA,1000,100,"region_specific","33","stratified_combined"
0.290076335877863,0.469945355191257,0.0422222222222222,0.0955555555555556,0.93,0.97,-0.288956018754594,0.476538338849094,NA,1000,100,"region_specific","34","stratified_combined"
0.328671328671329,0.468085106382979,0.0522222222222222,0.0977777777777778,0.96,1,-0.260865590873614,0.445191904675887,NA,1000,100,"region_specific","35","stratified_combined"
0.333333333333333,0.494897959183673,0.053392658509455,0.10789766407119,0.96,0.99,-0.310080276280845,0.499062158691938,NA,999,100,"region_specific","36","stratified_combined"
0.305970149253731,0.449438202247191,0.0455555555555556,0.0888888888888889,0.93,0.98,-0.325712825117609,0.514126944325041,NA,1000,100,"region_specific","37","stratified_combined"
0.379084967320261,0.51980198019802,0.0644444444444444,0.116666666666667,0.95,0.97,-0.355756303751745,0.582737270148033,NA,1000,100,"region_specific","38","stratified_combined"
0.255639097744361,0.411764705882353,0.0377777777777778,0.0777777777777778,0.99,1,-0.315078645329355,0.487985973062568,NA,1000,100,"region_specific","39","stratified_combined"
0.173913043478261,0.404761904761905,0.0222222222222222,0.0755555555555556,0.95,1,-0.251487139231914,0.423092086496816,NA,1000,100,"region_specific","4","stratified_combined"
0.36551724137931,0.507537688442211,0.0588888888888889,0.112222222222222,0.92,0.98,-0.241908325462473,0.424330329145847,NA,1000,100,"region_specific","40","stratified_combined"
0.296875,0.505263157894737,0.0422222222222222,0.106666666666667,0.9,0.94,-0.359412553356063,0.583917442588719,NA,1000,100,"region_specific","41","stratified_combined"
